0001, 076 175 080 255
0002, 211 038 038 255
0004, 011 111 179 255

0008, 200 200 200 255
0016, 060 060 060 255
0032, 080 039 213 255

0064, 195 023 041 255
0128, 239 082 079 255

0256, 170 187 206 255
0512, 000 088 157 255
1024, 024 159 031 255

2048, 131 056 219 255
